Id,TaskNo,WmsTaskNo,TaskType,DeviceCode,DeviceType,Barcode,FromNode,ToNode,Priority,Status,RunStatus,SendTime,FinishTime,SendTask,Seq,WarehouseId,CreateTime,UpdateTime,CreateUserId,UpdateUserId,IsDelete
23113022186055,13230,20251110000026,Task_Move,FRGV02,FRGV,T010801,2030,04-032-006,999,1,1,2025-11-10 08:51:47.133,2025-11-10 08:58:20.613,13230.0,3,1,2025-11-10 08:46:01.000,,,,0
23113024700741,13240,20251110000033,Task_Move,FRGV13,FRGV,T010063,12-018-007,26-043-007,999,1,1,2025-11-10 08:48:31.357,2025-11-10 08:57:45.427,13240.0,1,1,2025-11-10 08:48:27.493,,,,0
23113027263557,13241,20251110000034,Task_Move,FRGV01,FRGV,T003068,12-020-007,17-043-007,999,1,1,2025-11-10 08:48:53.480,2025-11-10 08:55:09.093,13241.0,1,1,2025-11-10 08:48:47.517,,,,0
23113038650821,13243,20251110000035,Task_Move,FRGV09,FRGV,T007466,13-020-007,15-043-007,999,1,1,2025-11-10 08:50:27.547,2025-11-10 08:56:13.573,13243.0,1,1,2025-11-10 08:50:16.480,,,,0
23113051226565,13250,20251110000036,Task_OutBound,FRGV14,FRGV,T006978,10-007-006,2018,999,1,1,2025-11-10 08:51:57.197,2025-11-10 08:56:41.683,13250.0,1,1,2025-11-10 08:51:54.727,,,,0
23113051226566,13250,20251110000036,Task_OutBound,Lift02,Lift,T006978,2018,3014,999,1,1,2025-11-10 08:57:43.917,2025-11-10 08:58:42.217,,2,1,2025-11-10 08:51:54.727,,,,0
23113051226567,13250,20251110000036,Task_OutBound,3014,Convery,T006978,3014,3013,999,1,1,2025-11-10 08:58:42.537,2025-11-10 08:59:32.503,,3,1,2025-11-10 08:51:54.727,,,,0
23113058379717,13252,20251110000037,Task_InBound,3013,Convery,T010128,3013,3006,999,1,1,2025-11-10 08:52:51.473,2025-11-10 08:53:55.680,,1,1,2025-11-10 08:52:50.610,,,,0
23113058379718,13252,20251110000037,Task_InBound,Lift01,Lift,T010128,3006,2006,999,1,1,2025-11-10 08:53:56.853,2025-11-10 08:55:10.123,,2,1,2025-11-10 08:52:50.610,,,,0
23113058379719,13252,20251110000037,Task_InBound,FRGV05,FRGV,T010128,2006,18-035-006,999,1,1,2025-11-10 08:55:12.807,2025-11-10 08:59:29.233,13252.0,3,1,2025-11-10 08:52:50.610,,,,0
23113063165381,13255,20251110000038,Task_OutBound,FRGV07,FRGV,T006040,07-022-007,2019,999,1,1,2025-11-10 08:53:39.593,2025-11-10 08:57:03.277,13255.0,1,1,2025-11-10 08:53:28.000,,,,0
23113063165382,13255,20251110000038,Task_OutBound,Lift02,Lift,T006040,2019,3014,999,1,1,2025-11-10 08:59:07.857,2025-11-10 09:00:11.423,,2,1,2025-11-10 08:53:28.000,,,,0
23113063165383,13255,20251110000038,Task_OutBound,3014,Convery,T006040,3014,3013,999,1,1,2025-11-10 09:00:11.843,2025-11-10 09:00:54.720,,3,1,2025-11-10 08:53:28.000,,,,0
23113066578373,13257,20251110000039,Task_InBound,3013,Convery,T010778,3013,3006,999,1,1,2025-11-10 08:53:55.783,2025-11-10 08:54:58.590,,1,1,2025-11-10 08:53:54.663,,,,0
23113066578374,13257,20251110000039,Task_InBound,Lift01,Lift,T010778,3006,2008,999,1,1,2025-11-10 08:55:09.040,2025-11-10 08:56:22.883,,2,1,2025-11-10 08:53:54.663,,,,0
23113066578375,13257,20251110000039,Task_InBound,FRGV11,FRGV,T010778,2008,13-007-008,999,1,1,2025-11-10 08:56:26.940,2025-11-10 08:58:29.410,13257.0,3,1,2025-11-10 08:53:54.663,,,,0
23113096024261,13263,20251110000040,Task_InBound,3013,Convery,T008268,3013,3006,999,1,1,2025-11-10 08:57:45.633,2025-11-10 08:58:48.910,,1,1,2025-11-10 08:57:44.710,,,,0
